Transaction ID,Customer Name,Merchant Name,Transaction Date,Transaction Amount (INR),Fraud Risk,Fraud Type,State,Card Type,Bank,IsFraud,Fraud Score,Transaction Category,Merchant Location
29279198,Ehsaan Acharya,Zomato,10/17/2024,24500,Critical,Identity Theft,Western Cape,Visa,Kotak Bank,0,51,E-commerce,Cape Town
82704953,Umang Kamdar,Reliance Digital,3/28/2024,1040,Low,Phishing,Western Cape,Visa,Axis Bank,1,21,Electronics,Cape Town
55690090,Misha Lad,Lifestyle,10/2/2024,23121,Low,Card Skimming,Gauteng,Mastercard,ICICI Bank,0,66,Groceries,Pretoria
27774338,Darshit Chand,Amazon India,11/15/2024,22280,Low,Account Takeover,Gauteng,Amex,ICICI Bank,0,36,Groceries,Pretoria
54588413,Tara Sood,Myntra,5/1/2024,15188,High,Phishing,Gauteng,Visa,Kotak Bank,1,35,Groceries,Johannesburg
61243452,Anaya Sur,Amazon India,8/18/2024,15686,Low,Phishing,Western Cape,Amex,Andhra Bank,0,44,Electronics,Cape Town
10503549,Chirag Badami,Lifestyle,2/29/2024,15834,Low,Phishing,Western Cape,Visa,SBI,0,26,E-commerce,Cape Town
19760771,Hansh Chanda,Swiggy,11/24/2024,12593,Medium,Card Not Present,Western Cape,Mastercard,SBI,0,18,Food Delivery,Cape Town
99943976,Kanav Kulkarni,Zomato,1/15/2024,22141,Medium,Phishing,Gauteng,Rupay,ICICI Bank,0,17,E-commerce,Johannesburg
69841414,Aayush Lad,Swiggy,8/4/2024,4289,Low,Card Skimming,Free State,Amex,Bank of Baroda,0,33,E-commerce,Botshabelo
43721608,Biju Rajagopal,Swiggy,5/21/2024,12409,Low,Account Takeover,Western Cape,Amex,SBI,0,72,E-commerce,Cape Town
44514712,Drishya Wason,Reliance Digital,8/29/2024,17306,Medium,Identity Theft,Gauteng,Mastercard,ICICI Bank,0,44,E-commerce,Johannesburg
53226199,Parinaaz Loyal,Amazon India,2/15/2024,11905,Low,Card Not Present,Gauteng,Visa,Yes Bank,0,25,E-commerce,Pretoria
14489900,Inaaya  Mani,Tata Cliq,6/11/2024,1757,Low,Account Takeover,Limpopo,Rupay,Axis Bank,0,22,Electronics,Giyani
94022226,Saksham Sahni,Lifestyle,1/29/2024,9753,Low,Identity Theft,Western Cape,Rupay,SBI,0,83,Electronics,Cape Town
56889647,Keya Konda,Lifestyle,7/26/2024,1627,Medium,Identity Theft,Gauteng,Rupay,Andhra Bank,1,78,Food Delivery,Johannesburg
46357457,Purab Dhar,Tata Cliq,9/19/2024,9255,Critical,Card Skimming,Gauteng,Rupay,Andhra Bank,1,30,Food Delivery,Johannesburg
49423002,Hazel Kala,Reliance Digital,10/22/2024,17692,Critical,Card Not Present,Gauteng,Rupay,Axis Bank,0,90,Electronics,Johannesburg
92787297,Piya Bhat,Reliance Digital,10/16/2024,10177,Medium,Card Not Present,Gauteng,Mastercard,Andhra Bank,0,24,Food Delivery,Johannesburg
93410928,Sana Bhagat,Flipkart,2/15/2024,916,Medium,Card Skimming,Gauteng,Rupay,Axis Bank,0,10,Electronics,Pretoria
38843622,Badal Sem,Lifestyle,1/26/2024,4755,High,Identity Theft,Gauteng,Mastercard,Andhra Bank,0,21,Electronics,Johannesburg
81433034,Dishani Kala,Amazon India,7/21/2024,22084,Low,Card Skimming,Gauteng,Mastercard,Bank of Baroda,0,17,Electronics,Pretoria
25987494,Dishani Samra,Myntra,4/27/2024,3113,Medium,Card Skimming,Western Cape,Amex,SBI,0,76,Apparel,Cape Town
53984717,Neysa Madan,Tata Cliq,10/19/2024,22063,Medium,Identity Theft,Limpopo,Mastercard,Yes Bank,0,12,Electronics,Giyani
43253338,Amira Iyengar,Flipkart,6/30/2024,235,Low,Identity Theft,Gauteng,Mastercard,ICICI Bank,0,46,Apparel,Pretoria
24723763,Jiya Doshi,Big Bazaar,4/29/2024,13100,High,Card Skimming,Free State,Mastercard,Kotak Bank,0,29,Electronics,Botshabelo
70605670,Kanav Dewan,Myntra,1/12/2024,18610,High,Card Skimming,Limpopo,Visa,Andhra Bank,0,18,Transportation,Giyani
50905060,Shlok Hegde,Uber,8/26/2024,16231,Medium,Card Not Present,Gauteng,Rupay,Federal Bank,0,78,Apparel,Johannesburg
45638628,Armaan Walla,Lifestyle,2/7/2024,11914,High,Phishing,Gauteng,Amex,ICICI Bank,0,43,Food Delivery,Johannesburg
45060895,Aaryahi Soni,Tata Cliq,12/29/2023,15367,Critical,Identity Theft,Gauteng,Mastercard,HDFC Bank,0,89,Transportation,Johannesburg
47480125,Zaina Kara,Swiggy,2/26/2024,3411,Medium,Card Not Present,Free State,Visa,Andhra Bank,0,71,Food Delivery,Botshabelo
99532153,Shray Soman,Zomato,12/12/2024,21273,Critical,Card Not Present,Gauteng,Mastercard,Andhra Bank,0,59,E-commerce,Pretoria
87782801,Yuvraj  Ramaswamy,Zomato,3/8/2024,14489,Medium,Card Not Present,Western Cape,Visa,ICICI Bank,0,58,Apparel,Cape Town
73018484,Ira Anne,Myntra,8/3/2024,18326,Low,Card Skimming,KwaZulu Natal,Rupay,HDFC Bank,0,25,Electronics,Durban
53876396,Vedika Kulkarni,Big Bazaar,12/11/2024,655,High,Identity Theft,Gauteng,Visa,Bank of Baroda,0,57,Groceries,Pretoria
62949794,Anay Khare,Swiggy,9/10/2024,10045,Low,Phishing,Gauteng,Mastercard,Axis Bank,0,85,Apparel,Johannesburg
62765558,Damini Shukla,Big Bazaar,11/28/2024,9046,Medium,Account Takeover,Gauteng,Mastercard,Andhra Bank,0,41,Electronics,Pretoria
73757884,Anvi Dass,Reliance Digital,11/18/2024,24940,High,Identity Theft,Gauteng,Mastercard,Axis Bank,1,34,Transportation,Pretoria
89464402,Kismat Trivedi,Swiggy,2/6/2024,3916,Low,Card Skimming,Limpopo,Amex,SBI,1,61,Electronics,Giyani
19697885,Parinaaz Suresh,Tata Cliq,3/3/2024,20757,Low,Phishing,Gauteng,Rupay,SBI,0,91,E-commerce,Pretoria
20922156,Sara Dhingra,Myntra,1/21/2024,20230,Critical,Card Skimming,Western Cape,Mastercard,HDFC Bank,1,38,Apparel,Cape Town
74867110,Shray Magar,Flipkart,7/25/2024,1106,Low,Phishing,Gauteng,Mastercard,Axis Bank,1,16,Electronics,Johannesburg
37955374,Rati Gulati,Uber,12/19/2023,4656,High,Identity Theft,KwaZulu Natal,Visa,Yes Bank,0,58,Groceries,Durban
95084386,Mohanlal Viswanathan,Uber,6/27/2024,5037,Low,Account Takeover,Free State,Amex,Yes Bank,0,62,Groceries,Botshabelo
92338799,Anay Madan,Big Bazaar,6/17/2024,23119,Low,Card Skimming,Gauteng,Visa,Federal Bank,1,90,E-commerce,Johannesburg
84805756,Vaibhav Rana,Swiggy,11/30/2024,11365,Low,Phishing,KwaZulu Natal,Mastercard,ICICI Bank,1,91,Transportation,Durban
71782835,Saanvi Butala,Tata Cliq,1/17/2024,13339,Medium,Phishing,Free State,Amex,Federal Bank,0,61,Electronics,Botshabelo
94837108,Vedika Joshi,Lifestyle,10/11/2024,7483,Low,Account Takeover,Limpopo,Amex,Andhra Bank,1,22,Transportation,Giyani
72503759,Shamik Desai,Myntra,6/30/2024,1818,High,Phishing,Limpopo,Amex,Yes Bank,0,25,Electronics,Giyani
62603159,Romil Boase,Lifestyle,6/14/2024,14900,Low,Phishing,Gauteng,Mastercard,Yes Bank,1,91,Apparel,Johannesburg
18332343,Diya Raj,Big Bazaar,2/7/2024,1299,Low,Account Takeover,Gauteng,Mastercard,Andhra Bank,0,93,Groceries,Pretoria
58536811,Ayesha Malhotra,Reliance Digital,7/10/2024,3410,High,Phishing,Gauteng,Visa,Yes Bank,1,94,Electronics,Pretoria
76186197,Jayant Sodhi,Amazon India,7/29/2024,10406,Medium,Card Skimming,Gauteng,Rupay,SBI,1,54,Transportation,Pretoria
49535365,Himmat Sehgal,Big Bazaar,2/22/2024,10916,High,Account Takeover,Limpopo,Visa,ICICI Bank,1,50,Electronics,Giyani
26518441,Arhaan Krishna,Big Bazaar,8/19/2024,3797,Critical,Identity Theft,Gauteng,Rupay,Axis Bank,0,20,Food Delivery,Pretoria
40346573,Tanya Mani,Swiggy,5/28/2024,14199,High,Card Not Present,Limpopo,Rupay,Kotak Bank,0,61,Groceries,Giyani
31372090,Trisha Raja,Flipkart,11/11/2024,9648,Low,Identity Theft,Gauteng,Rupay,Axis Bank,0,62,Electronics,Johannesburg
57805332,Manikya Wagle,Lifestyle,7/2/2024,18915,High,Identity Theft,Gauteng,Visa,ICICI Bank,0,90,Electronics,Johannesburg
90783209,Indrans Mani,Swiggy,4/3/2024,7274,Medium,Card Skimming,Western Cape,Amex,ICICI Bank,0,87,Electronics,Cape Town
26233103,Nishith Koshy,Flipkart,10/22/2024,11583,Medium,Identity Theft,Gauteng,Mastercard,Axis Bank,0,91,Groceries,Pretoria
51833384,Shayak Baria,Swiggy,11/21/2024,1758,Low,Card Not Present,Gauteng,Visa,ICICI Bank,0,26,Groceries,Pretoria
50511993,Nirvaan Shenoy,Lifestyle,9/29/2024,4778,Medium,Phishing,Gauteng,Visa,SBI,0,24,Groceries,Johannesburg
96218843,Heer Bedi,Reliance Digital,9/11/2024,5899,Critical,Account Takeover,KwaZulu Natal,Visa,Andhra Bank,0,90,Transportation,Durban
37850099,Anaya Bobal,Lifestyle,3/20/2024,14787,Critical,Identity Theft,Gauteng,Visa,Andhra Bank,0,85,Food Delivery,Johannesburg
75964553,Advika Bhasin,Swiggy,11/25/2024,24096,Medium,Card Not Present,Western Cape,Rupay,SBI,0,54,Apparel,Cape Town
60827365,Reyansh Manda,Big Bazaar,9/7/2024,1748,Critical,Phishing,Gauteng,Amex,Yes Bank,1,48,Groceries,Pretoria
67553222,Navya Rajan,Lifestyle,1/4/2024,17905,Low,Phishing,Gauteng,Amex,Bank of Baroda,0,20,Electronics,Johannesburg
70703267,Nitya Kalla,Flipkart,5/16/2024,23582,Critical,Card Skimming,Gauteng,Rupay,Kotak Bank,1,78,Electronics,Pretoria
93723953,Drishya Desai,Uber,10/13/2024,10964,High,Identity Theft,Western Cape,Rupay,Axis Bank,0,73,Transportation,Cape Town
77013471,Piya Khurana,Swiggy,12/16/2023,18061,High,Card Not Present,Gauteng,Mastercard,Axis Bank,0,58,Electronics,Johannesburg
17711735,Vidur Bali,Tata Cliq,4/27/2024,3447,High,Card Skimming,Western Cape,Rupay,Yes Bank,0,83,E-commerce,Cape Town
58869875,Hunar Dass,Big Bazaar,12/13/2024,7336,High,Identity Theft,Western Cape,Visa,Axis Bank,0,74,Groceries,Cape Town
11993515,Inaaya  Dhawan,Tata Cliq,8/25/2024,20173,Critical,Identity Theft,Western Cape,Rupay,HDFC Bank,0,18,Electronics,Cape Town
82239024,Hansh Gopal,Big Bazaar,3/20/2024,13734,Medium,Card Skimming,Gauteng,Rupay,Andhra Bank,0,50,Apparel,Johannesburg
86982876,Indranil Brar,Lifestyle,8/11/2024,15712,Medium,Account Takeover,Western Cape,Visa,Axis Bank,0,91,Groceries,Cape Town
45876073,Biju Chaudhary,Reliance Digital,12/6/2024,23962,Medium,Card Skimming,KwaZulu Natal,Visa,Andhra Bank,0,49,Groceries,Durban
25544395,Shamik Guha,Uber,8/10/2024,11824,Low,Card Skimming,Gauteng,Mastercard,Yes Bank,0,67,Groceries,Pretoria
54840974,Yasmin Raju,Uber,1/16/2024,20678,Low,Account Takeover,Western Cape,Rupay,SBI,0,44,Electronics,Cape Town
51197159,Himmat Gala,Big Bazaar,3/10/2024,4951,Medium,Identity Theft,Gauteng,Amex,Kotak Bank,0,16,Transportation,Pretoria
23776754,Yashvi Mahajan,Reliance Digital,10/18/2024,2189,Medium,Phishing,Western Cape,Amex,Andhra Bank,1,87,Transportation,Cape Town
27097875,Kiara Char,Uber,4/14/2024,11957,Medium,Phishing,Free State,Mastercard,Andhra Bank,0,34,Food Delivery,Botshabelo
19280981,Charvi Sharaf,Lifestyle,2/22/2024,12023,Medium,Phishing,Limpopo,Amex,Bank of Baroda,0,30,Electronics,Giyani
91106018,Anya Sastry,Swiggy,7/19/2024,2518,High,Card Skimming,Free State,Rupay,ICICI Bank,0,69,Food Delivery,Botshabelo
28670299,Nitya Issac,Zomato,7/17/2024,895,Medium,Card Not Present,Gauteng,Amex,Andhra Bank,1,46,Groceries,Johannesburg
44658735,Kashvi Dora,Swiggy,7/25/2024,21347,High,Account Takeover,Western Cape,Mastercard,Bank of Baroda,1,14,Transportation,Cape Town
57594422,Rania Bhatia,Zomato,10/25/2024,9016,Medium,Card Skimming,Gauteng,Mastercard,HDFC Bank,0,62,Electronics,Johannesburg
58309979,Madhav Badami,Uber,8/6/2024,10912,Medium,Account Takeover,Gauteng,Mastercard,SBI,1,32,Apparel,Johannesburg
16064842,Gatik Dua,Amazon India,1/2/2024,16211,Low,Account Takeover,Gauteng,Visa,Andhra Bank,0,90,Food Delivery,Johannesburg
32038843,Anahita Srinivas,Reliance Digital,5/4/2024,7179,Medium,Phishing,Free State,Rupay,Kotak Bank,0,39,E-commerce,Botshabelo
90880782,Biju Rana,Myntra,4/10/2024,21569,Medium,Phishing,Western Cape,Amex,ICICI Bank,1,69,Groceries,Cape Town
34720739,Shamik Dey,Flipkart,5/8/2024,8087,High,Card Not Present,Gauteng,Visa,Kotak Bank,0,22,Apparel,Pretoria
25391208,Arhaan Sood,Zomato,11/27/2024,4545,Critical,Identity Theft,Gauteng,Mastercard,Kotak Bank,1,43,Electronics,Johannesburg
11566841,Aarush Savant,Myntra,3/19/2024,13250,Medium,Card Not Present,Gauteng,Rupay,Yes Bank,0,73,Transportation,Pretoria
37792255,Jayesh Bora,Lifestyle,1/17/2024,9770,High,Identity Theft,Gauteng,Mastercard,Federal Bank,0,91,E-commerce,Johannesburg
78195881,Rasha Baria,Myntra,2/2/2024,2324,Medium,Card Not Present,KwaZulu Natal,Rupay,SBI,0,31,Food Delivery,Durban
16553107,Veer Chandra,Tata Cliq,1/25/2024,11287,Low,Account Takeover,Free State,Rupay,Kotak Bank,0,72,E-commerce,Botshabelo
23626485,Yuvraj  Jaggi,Tata Cliq,5/30/2024,16796,Medium,Phishing,Gauteng,Visa,Federal Bank,0,17,Transportation,Johannesburg
47281064,Eshani Hari,Myntra,6/14/2024,8102,Medium,Phishing,Western Cape,Mastercard,Yes Bank,0,66,Transportation,Cape Town
49570396,Darshit Vora,Zomato,3/15/2024,16197,Low,Account Takeover,Gauteng,Mastercard,ICICI Bank,0,78,Groceries,Pretoria
14844929,Yuvaan Gopal,Reliance Digital,4/20/2024,19237,Critical,Card Not Present,KwaZulu Natal,Amex,Federal Bank,0,69,Electronics,Durban
70682410,Shayak Madan,Myntra,5/19/2024,4015,Medium,Card Skimming,Western Cape,Rupay,Axis Bank,0,95,E-commerce,Cape Town
18091234,Lakshay Chand,Myntra,12/22/2023,9537,Medium,Account Takeover,KwaZulu Natal,Mastercard,Bank of Baroda,0,87,Electronics,Durban
16459233,Anvi Saini,Lifestyle,12/12/2024,2155,Medium,Identity Theft,Gauteng,Mastercard,HDFC Bank,1,18,E-commerce,Johannesburg
62865553,Jayan Gaba,Amazon India,5/29/2024,5785,Medium,Phishing,Western Cape,Rupay,ICICI Bank,0,94,E-commerce,Cape Town
42475828,Nishith Raja,Uber,12/31/2023,5790,High,Account Takeover,Free State,Mastercard,Bank of Baroda,0,44,Electronics,Botshabelo
71698739,Mehul Chaudry,Big Bazaar,10/31/2024,2492,High,Card Skimming,Gauteng,Rupay,Federal Bank,0,29,Food Delivery,Pretoria
16091282,Jivin Kala,Reliance Digital,12/15/2024,24182,Low,Card Not Present,Gauteng,Amex,Kotak Bank,1,86,E-commerce,Pretoria
48600452,Yashvi Doctor,Myntra,8/3/2024,11776,Low,Phishing,Gauteng,Mastercard,Federal Bank,0,81,Groceries,Johannesburg
37274744,Ira Rama,Swiggy,8/27/2024,22400,Critical,Card Not Present,Western Cape,Amex,Federal Bank,0,12,Apparel,Cape Town
87624261,Navya Sachdev,Zomato,2/18/2024,14628,Low,Card Not Present,Gauteng,Mastercard,ICICI Bank,1,66,Transportation,Pretoria
25388475,Saira Sangha,Tata Cliq,7/30/2024,11477,Medium,Account Takeover,Gauteng,Amex,Federal Bank,1,80,Groceries,Johannesburg
15366028,Vedika Rajagopal,Flipkart,1/27/2024,16211,Low,Identity Theft,KwaZulu Natal,Amex,Bank of Baroda,0,16,Apparel,Durban
15442058,Anahi Bassi,Zomato,8/23/2024,16284,Low,Identity Theft,Gauteng,Visa,Bank of Baroda,1,30,E-commerce,Johannesburg
63324179,Vanya Mannan,Lifestyle,5/19/2024,22853,Low,Account Takeover,Western Cape,Visa,Federal Bank,0,28,Electronics,Cape Town
35677748,Sana Raval,Amazon India,8/11/2024,12120,Low,Card Not Present,Western Cape,Rupay,HDFC Bank,0,25,Groceries,Cape Town
59741871,Tara Kalita,Swiggy,7/14/2024,20040,Low,Phishing,Gauteng,Rupay,Bank of Baroda,1,52,Food Delivery,Johannesburg
48592936,Hrishita Rau,Amazon India,9/25/2024,13221,Critical,Card Not Present,Gauteng,Amex,Yes Bank,0,56,Electronics,Johannesburg
45743671,Divit Saran,Reliance Digital,2/10/2024,141,Critical,Card Skimming,Gauteng,Visa,Yes Bank,0,57,Transportation,Johannesburg
77505119,Badal Kota,Flipkart,8/30/2024,17006,Low,Identity Theft,Gauteng,Mastercard,Yes Bank,1,20,Electronics,Johannesburg
55635877,Umang Banerjee,Big Bazaar,1/1/2024,17949,Low,Card Skimming,KwaZulu Natal,Mastercard,ICICI Bank,1,47,Transportation,Durban
74059555,Vardaniya Ramesh,Swiggy,12/17/2023,15776,Low,Account Takeover,Free State,Visa,Andhra Bank,0,68,Electronics,Botshabelo
58911466,Suhana Chaudhary,Flipkart,7/5/2024,12769,Medium,Identity Theft,Limpopo,Rupay,SBI,0,86,Food Delivery,Giyani
77009034,Ritvik Madan,Reliance Digital,11/13/2024,12342,Low,Identity Theft,Limpopo,Rupay,Axis Bank,0,10,Food Delivery,Giyani
86898101,Taran Kibe,Swiggy,7/29/2024,23173,Low,Phishing,Gauteng,Visa,ICICI Bank,0,59,Transportation,Johannesburg
74199081,Suhana Sani,Big Bazaar,3/25/2024,7603,Low,Account Takeover,Limpopo,Visa,Bank of Baroda,0,83,Groceries,Giyani
35242722,Arnav Shan,Amazon India,1/25/2024,4969,Low,Card Skimming,Western Cape,Mastercard,ICICI Bank,0,33,Electronics,Cape Town
43279531,Biju Issac,Big Bazaar,7/8/2024,1348,Medium,Account Takeover,Free State,Mastercard,Bank of Baroda,0,57,Apparel,Bloemfontein
84876085,Sahil Agrawal,Zomato,10/23/2024,16340,Medium,Phishing,Western Cape,Visa,SBI,1,52,Transportation,Cape Town
69231583,Shamik Anand,Myntra,11/12/2024,22470,Low,Account Takeover,Western Cape,Amex,ICICI Bank,0,93,Groceries,Cape Town
29686776,Fateh Mannan,Zomato,3/27/2024,1513,Low,Phishing,Gauteng,Mastercard,Axis Bank,0,59,Groceries,Johannesburg
76081790,Bhavin Lala,Tata Cliq,10/2/2024,2673,Low,Card Skimming,Gauteng,Visa,Bank of Baroda,0,36,E-commerce,Johannesburg
21787913,Tushar Divan,Big Bazaar,7/20/2024,15436,Critical,Card Skimming,Gauteng,Amex,HDFC Bank,1,31,Food Delivery,Pretoria
14905993,Shamik Kalla,Reliance Digital,11/30/2024,11291,High,Identity Theft,Limpopo,Mastercard,Andhra Bank,0,54,Transportation,Giyani
19105201,Mannat Sane,Big Bazaar,4/27/2024,23695,High,Account Takeover,Gauteng,Visa,Kotak Bank,0,24,Transportation,Johannesburg
90481613,Kartik Swaminathan,Zomato,10/21/2024,15964,High,Card Not Present,Limpopo,Rupay,Andhra Bank,0,19,E-commerce,Giyani
63054702,Parinaaz Deshmukh,Swiggy,9/15/2024,11046,Low,Account Takeover,Gauteng,Visa,Axis Bank,0,83,Food Delivery,Johannesburg
90598645,Priyansh Kannan,Uber,3/20/2024,15846,Low,Card Not Present,Gauteng,Amex,Andhra Bank,0,83,Groceries,Johannesburg
98331068,Kanav Bains,Myntra,11/22/2024,2213,High,Account Takeover,Gauteng,Visa,Yes Bank,0,34,Transportation,Johannesburg
81033711,Kabir Anand,Zomato,8/12/2024,18755,Low,Identity Theft,Gauteng,Visa,ICICI Bank,1,94,Food Delivery,Johannesburg
95619580,Vaibhav Chaudhuri,Uber,12/8/2024,18343,Critical,Card Skimming,Gauteng,Amex,ICICI Bank,0,68,E-commerce,Johannesburg
38037043,Aarush Dey,Myntra,12/30/2023,6872,Low,Account Takeover,Gauteng,Visa,Yes Bank,1,81,E-commerce,Johannesburg
58944099,Charvi Bhalla,Flipkart,2/20/2024,9995,High,Card Skimming,Gauteng,Visa,Bank of Baroda,0,57,E-commerce,Johannesburg
86449237,Saksham Kala,Amazon India,12/17/2023,14151,Medium,Identity Theft,Gauteng,Mastercard,Kotak Bank,1,53,Electronics,Johannesburg
14555964,Pranay Chowdhury,Reliance Digital,6/10/2024,23700,Critical,Card Not Present,Western Cape,Amex,Federal Bank,0,92,Transportation,Cape Town
82762674,Chirag Majumdar,Big Bazaar,5/12/2024,5273,Medium,Card Not Present,KwaZulu Natal,Visa,Federal Bank,1,68,Electronics,Durban
14067224,Purab Bora,Zomato,7/28/2024,14572,High,Identity Theft,Gauteng,Amex,Federal Bank,0,91,Transportation,Johannesburg
62814476,Kashvi Hegde,Myntra,10/11/2024,7532,Low,Account Takeover,KwaZulu Natal,Visa,Yes Bank,1,56,Groceries,Durban
59683408,Stuvan Viswanathan,Tata Cliq,5/11/2024,531,Low,Identity Theft,Western Cape,Amex,Yes Bank,0,61,Transportation,Cape Town
54062470,Kismat Dubey,Flipkart,10/12/2024,12992,High,Card Not Present,Western Cape,Mastercard,SBI,0,61,Groceries,Cape Town
33428261,Raunak Sridhar,Myntra,5/23/2024,18548,Low,Card Not Present,Western Cape,Amex,Kotak Bank,0,62,Apparel,Cape Town
15839257,Onkar Gera,Myntra,11/5/2024,3692,Medium,Account Takeover,Gauteng,Mastercard,Axis Bank,0,28,Groceries,Johannesburg
19550178,Oorja Khanna,Zomato,10/16/2024,4134,Medium,Account Takeover,Gauteng,Visa,HDFC Bank,0,55,Transportation,Johannesburg
54727070,Vivaan Rege,Big Bazaar,1/22/2024,4935,Critical,Account Takeover,Gauteng,Amex,Yes Bank,0,94,Apparel,Johannesburg
11890055,Umang Dayal,Amazon India,3/29/2024,17093,High,Card Not Present,Gauteng,Mastercard,Kotak Bank,0,21,Transportation,Johannesburg
24122962,Rohan Ghose,Myntra,9/12/2024,7208,Low,Phishing,Gauteng,Visa,Kotak Bank,0,33,E-commerce,Johannesburg
17341608,Anay Butala,Lifestyle,12/18/2023,11235,Critical,Phishing,Western Cape,Amex,Federal Bank,0,29,Groceries,Cape Town
48659992,Riaan Bora,Tata Cliq,12/1/2024,23968,Low,Identity Theft,Free State,Amex,SBI,0,46,E-commerce,Bloemfontein
82163090,Faiyaz Goda,Myntra,8/26/2024,19838,Low,Card Skimming,Free State,Mastercard,Andhra Bank,1,18,Electronics,Bloemfontein
96185806,Dharmajan Tandon,Amazon India,7/24/2024,4165,High,Card Skimming,Free State,Visa,HDFC Bank,1,75,Food Delivery,Bloemfontein
27163175,Ryan Rastogi,Lifestyle,6/18/2024,19523,High,Identity Theft,Gauteng,Amex,Andhra Bank,1,24,E-commerce,Pretoria
25986512,Jayesh Dugar,Swiggy,5/12/2024,8782,Low,Card Not Present,Gauteng,Visa,Bank of Baroda,1,64,Groceries,Johannesburg
68829275,Alia Sinha,Myntra,10/10/2024,13928,Low,Card Not Present,Western Cape,Rupay,Yes Bank,1,71,Food Delivery,Cape Town
31569645,Anika Datta,Flipkart,8/23/2024,10383,Medium,Phishing,Gauteng,Rupay,HDFC Bank,0,83,Transportation,Johannesburg
13646961,Vivaan Baria,Lifestyle,12/23/2023,6759,Low,Card Not Present,Gauteng,Visa,Bank of Baroda,0,69,Groceries,Johannesburg
36775224,Shamik Banik,Uber,5/19/2024,23692,Low,Card Not Present,KwaZulu Natal,Visa,SBI,1,39,Electronics,Durban
92955006,Vardaniya Bava,Reliance Digital,12/24/2023,21502,Low,Account Takeover,Limpopo,Rupay,Yes Bank,0,86,Apparel,Giyani
77634603,Vritika Rajagopal,Uber,10/8/2024,10434,Low,Card Not Present,Gauteng,Visa,Andhra Bank,0,73,Electronics,Johannesburg
12355936,Vidur Shanker,Amazon India,4/18/2024,5637,Critical,Identity Theft,Gauteng,Visa,SBI,0,41,Apparel,Johannesburg
66384410,Rati Sahota,Big Bazaar,2/8/2024,318,High,Card Not Present,KwaZulu Natal,Amex,ICICI Bank,0,84,Apparel,Durban
86824273,Anahi Basu,Big Bazaar,5/25/2024,6301,High,Phishing,Gauteng,Visa,Yes Bank,0,17,Electronics,Johannesburg
10953387,Mishti Subramanian,Swiggy,3/11/2024,4958,Low,Card Not Present,Western Cape,Rupay,Axis Bank,1,74,Groceries,Cape Town
34898433,Yakshit Sule,Uber,8/25/2024,7135,Medium,Card Skimming,Western Cape,Mastercard,Axis Bank,1,13,Transportation,Cape Town
33693698,Hazel Rau,Reliance Digital,7/4/2024,6126,Low,Card Skimming,Gauteng,Rupay,ICICI Bank,1,58,E-commerce,Johannesburg
57786210,Yasmin Andra,Swiggy,3/22/2024,23061,High,Card Skimming,Gauteng,Rupay,HDFC Bank,0,44,Transportation,Johannesburg
93278304,Yasmin Shankar,Zomato,10/26/2024,17676,Medium,Card Not Present,Western Cape,Rupay,Yes Bank,0,84,Groceries,Cape Town
68007802,Damini Swamy,Lifestyle,12/10/2024,22515,Low,Phishing,Gauteng,Rupay,Yes Bank,0,26,Groceries,Johannesburg
46373337,Kimaya Mane,Flipkart,7/20/2024,1238,High,Card Skimming,Gauteng,Mastercard,Bank of Baroda,0,32,Food Delivery,Johannesburg
64437920,Manjari Bobal,Zomato,3/25/2024,24776,Low,Card Not Present,Gauteng,Visa,Federal Bank,1,83,Electronics,Pretoria
96541868,Yasmin Tiwari,Reliance Digital,3/24/2024,5378,Medium,Phishing,KwaZulu Natal,Mastercard,Federal Bank,0,74,Electronics,Durban
33074047,Anya Saraf,Big Bazaar,6/4/2024,4441,Medium,Identity Theft,Gauteng,Amex,Bank of Baroda,0,34,Apparel,Johannesburg
23078924,Zain Ravel,Zomato,8/21/2024,973,Low,Account Takeover,Western Cape,Amex,ICICI Bank,1,17,Apparel,Cape Town
13320343,Kanav Chada,Amazon India,12/2/2024,20511,High,Card Not Present,Gauteng,Rupay,SBI,1,39,Food Delivery,Johannesburg
26015624,Tara Gara,Zomato,6/27/2024,20383,Low,Identity Theft,Gauteng,Mastercard,Axis Bank,1,62,Apparel,Johannesburg
16941618,Ahana  Balay,Swiggy,6/5/2024,3230,Medium,Phishing,Gauteng,Visa,Andhra Bank,1,78,Transportation,Johannesburg
48985230,Vivaan Vasa,Lifestyle,9/15/2024,11329,Medium,Account Takeover,Gauteng,Rupay,Andhra Bank,1,12,Transportation,Johannesburg
40208479,Fateh Ravel,Lifestyle,4/5/2024,8873,Low,Card Not Present,Gauteng,Amex,Yes Bank,0,87,Transportation,Johannesburg
97672761,Kaira Gara,Flipkart,12/6/2024,7138,Critical,Identity Theft,Free State,Rupay,Andhra Bank,1,89,Electronics,Bloemfontein
67393558,Amani Sunder,Reliance Digital,12/1/2024,23647,Critical,Card Not Present,Gauteng,Rupay,Bank of Baroda,1,92,E-commerce,Johannesburg
70673414,Ivan Ganesan,Swiggy,1/14/2024,5010,Medium,Card Not Present,Gauteng,Visa,Bank of Baroda,1,42,Electronics,Johannesburg
53907774,Zain Dave,Myntra,4/9/2024,19565,Medium,Identity Theft,Gauteng,Visa,HDFC Bank,1,19,E-commerce,Johannesburg
